name,type,domain,stripe_customer_id,stripe_subscription_id,purchased_capacity,orgs_purchased,orgs_count,prompts_count,prompt_limit,credits_usage,credits_capacity,orgs_count_hf,subscription_id,mrr,arr,discount_count,currency,interval,baseline_credits_needed,effective_discount_pct,new_plan,plan_credits,plan_price,credit_price,purchased_credits,extra_credits_granted,extra_credits_granted_10,discount_amount,discount_pct,total_available_credits
Comfy,IN_HOUSE,comfy.org,cus_TALZStXY0oOCLb,sub_1SJmRxKojVEYZPlXlmaMUOsV,25.0,1.0,1.0,10.0,25.0,900.0,2250.0,0.0,sub_1SJmRxKojVEYZPlXlmaMUOsV,89,,0.0,usd,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Millwright,AGENCY,millwrightholdings.com,cus_SVhdIv8hrz1rML,sub_1RagDsKojVEYZPlXGlykmV7S,25.0,1.0,1.0,0.0,25.0,0.0,2250.0,0.0,sub_1RagDsKojVEYZPlXGlykmV7S,89,,0.0,usd,month,2250.0,0,intro,2250,89,0.03955555555555555,0.0,0.0,0.0,0.0,0.0,2250
Carolina Bucci,IN_HOUSE,carolinabucci.com,cus_T8vo2GAvJi3WnY,sub_1SCdxoKojVEYZPlXGtZaJDiv,25.0,1.0,1.0,6.0,25.0,540.0,2250.0,0.0,sub_1SCdxoKojVEYZPlXGtZaJDiv,89,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
MutuiOnline,IN_HOUSE,mutuionline.it,cus_SJZNuQEcZ1WBYS,sub_1RT2eEKojVEYZPlX0J7ue5jR,100.0,1.0,5.0,386.0,500.0,40620.0,51000.0,1.0,sub_1RT2eEKojVEYZPlX0J7ue5jR,199,,0.0,eur,month,51000.0,0,pro,14925,199,0.013333333333333334,0.0,36075.0,39682.5,0.0,0.0,51000
Fintel Connect,AGENCY,fintelconnect.com,cus_SwIpUl5nrf4JMr,sub_1S0QR2KojVEYZPlXxYeHbrzH,20.0,5.0,8.0,122.0,190.0,10980.0,17100.0,0.0,sub_1S0QR2KojVEYZPlXxYeHbrzH,199,,0.0,eur,month,17100.0,0,growth,12935,199,0.015384615384615385,0.0,4165.0,4581.5,0.0,0.0,17100
Virayo,AGENCY,virayo.com,cus_SgPxHkFA6bdEsz,sub_1Rl37sKojVEYZPlXZRdI3FVC,25.0,20.0,13.0,272.0,325.0,24480.0,29250.0,0.0,sub_1Rl37sKojVEYZPlXZRdI3FVC,900,,0.0,usd,month,29250.0,0,scale,37425,499,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,37425
Runway ,IN_HOUSE,runway.team,cus_SwRIquqytUwLek,sub_1S0k0LKojVEYZPlXwjxrIMBw,25.0,1.0,1.0,22.0,25.0,1980.0,2250.0,0.0,sub_1S0k0LKojVEYZPlXwjxrIMBw,89,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Bauman Rare Books,IN_HOUSE,baumanrarebooks.com,cus_Sdxdx04fKTmLj9,sub_1Rig0bKojVEYZPlX1ivpDMdr,25.0,1.0,1.0,6.0,25.0,540.0,2250.0,0.0,sub_1Rig0bKojVEYZPlX1ivpDMdr,89,,0.0,usd,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
ATMO CLUB,IN_HOUSE,atmoclub.de,cus_SwYimkuMDRGNaI,sub_1S0fd9KojVEYZPlXClE2rSCm,25.0,1.0,1.0,25.0,25.0,2250.0,2250.0,0.0,sub_1S0fd9KojVEYZPlXClE2rSCm,89,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Italo,IN_HOUSE,italotreno.com,cus_SLq3EB15WSUM0j,sub_1RazZLKojVEYZPlXYnVXklh3,500.0,1.0,1.0,465.0,500.0,41850.0,45000.0,0.0,sub_1RazZLKojVEYZPlXYnVXklh3,417,5000.0,1.0,eur,year,45000.0,0,enterprise,49900,4990,0.008333333333333333,0.0,0.0,0.0,0.0,0.0,49900
One Cloud Inc,AGENCY,onecloudmedia.com,cus_SziktkF7RZRqi8,sub_1S3jJrKojVEYZPlXjk4uqiaF,25.0,1.0,1.0,10.0,25.0,900.0,2250.0,0.0,sub_1S3jJrKojVEYZPlXjk4uqiaF,89,,0.0,usd,month,2250.0,0,intro,2250,89,0.03955555555555555,0.0,0.0,0.0,0.0,0.0,2250
Argentum Event,IN_HOUSE,argentum-event.pl,cus_T9ITUPwnT8Nlk7,sub_1SD0jyKojVEYZPlXlXjlrYRN,25.0,1.0,1.0,15.0,25.0,1350.0,2250.0,0.0,sub_1SD0jyKojVEYZPlXlXjlrYRN,89,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Angeline,AGENCY,firstpagedigital.sg,cus_T4PtwqmojZCPUU,sub_1SCtAFKojVEYZPlXMEOFrorU,25.0,1.0,1.0,16.0,25.0,1440.0,2250.0,0.0,sub_1SCtAFKojVEYZPlXMEOFrorU,89,,0.0,eur,month,2250.0,0,intro,2250,89,0.03955555555555555,0.0,0.0,0.0,0.0,0.0,2250
Parim,IN_HOUSE,parim.co,cus_Sg9xlLGdKCwT0u,sub_1RnFtbKojVEYZPlXxWJksolA,100.0,1.0,1.0,94.0,100.0,8460.0,9000.0,0.0,sub_1RnFtbKojVEYZPlXxWJksolA,199,,0.0,eur,month,9000.0,0,pro,14925,199,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,14925
Bildstark,AGENCY,bildstark.de,cus_T5MVYQdPdN6qD6,sub_1S9C1UKojVEYZPlXy95cKMRr,25.0,1.0,1.0,25.0,25.0,3750.0,3750.0,0.0,sub_1S9C1UKojVEYZPlXy95cKMRr,109,,0.0,eur,month,3750.0,0,intro,2250,89,0.03955555555555555,499.29775280898883,1000.7022471910111,1100.7724719101122,0.0,0.0,3750
ximea,AGENCY,ximea.com,cus_SPLyHXNkLaXCYu,sub_1RUXHpKojVEYZPlXT3uQhbk3,25.0,1.0,1.0,10.0,25.0,900.0,2250.0,0.0,sub_1RUXHpKojVEYZPlXT3uQhbk3,89,,0.0,eur,month,2250.0,0,intro,2250,89,0.03955555555555555,0.0,0.0,0.0,0.0,0.0,2250
TIpi Group,AGENCY,tipigroup.com,cus_S2l0Z95ldGbZrp,sub_1R8fUlKojVEYZPlXWxkgAQLw,450.0,18.0,18.0,1573.0,1630.0,141570.0,146700.0,2.0,sub_1R8fUlKojVEYZPlXWxkgAQLw,1900,,0.0,eur,month,146700.0,0,scale,37425,499,0.013333333333333334,105075.0,4200.0,4620.0,0.0,0.0,146700
Omnisent,IN_HOUSE,omnisent.ai,cus_T6fACZKzebk3It,sub_1SARtLKojVEYZPlXaCeOw1aE,100.0,1.0,1.0,38.0,100.0,3420.0,9000.0,0.0,sub_1SARtLKojVEYZPlXaCeOw1aE,199,,0.0,eur,month,9000.0,0,pro,14925,199,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,14925
Sephora,IN_HOUSE,serphora.com,cus_StLkxNkPEs3KZz,sub_1RxZ3VKojVEYZPlXvhGFcqlM,100.0,1.0,1.0,100.0,100.0,9000.0,9000.0,0.0,sub_1RxZ3VKojVEYZPlXvhGFcqlM,199,,0.0,eur,month,9000.0,0,pro,14925,199,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,14925
eigenheads,IN_HOUSE,eigenheads.com,cus_T4RhiXJQplq0z7,sub_1S8IqdKojVEYZPlXhTWK2WKN,25.0,1.0,1.0,19.0,25.0,1710.0,2250.0,0.0,sub_1S8IqdKojVEYZPlXhTWK2WKN,89,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Podbase,IN_HOUSE,podbase.com,cus_T2W5yKizmJzd42,sub_1S6UBvKojVEYZPlXFzGHewCI,25.0,1.0,1.0,25.0,25.0,2250.0,2250.0,0.0,sub_1S6UBvKojVEYZPlXFzGHewCI,89,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Avenue Z,AGENCY,avenuez.com,cus_S4IMJMR9CFwdio,sub_1RA9ljKojVEYZPlXRROSWMEU,180.0,4.0,4.0,210.0,210.0,21900.0,21900.0,1.0,sub_1RA9ljKojVEYZPlXRROSWMEU,428,,0.0,eur,month,21900.0,0,growth,12935,199,0.015384615384615385,8965.0,0.0,0.0,0.0,0.0,21900
AMA,IN_HOUSE,ama.ab.ca,cus_Sx4HoAUuvFaxFo,sub_1S1A8eKojVEYZPlXyMorwoAd,70.0,8.0,8.0,290.0,300.0,26100.0,27000.0,0.0,sub_1S1A8eKojVEYZPlXyMorwoAd,499,,0.0,eur,month,27000.0,0,enterprise,49900,499,0.01,0.0,0.0,0.0,0.0,0.0,49900
Yellowball,AGENCY,weareyellowball.com,cus_SdRO5Zv2gK1MJf,sub_1RiAZCKojVEYZPlXhWOP99le,25.0,4.0,4.0,45.0,100.0,4050.0,9000.0,0.0,sub_1RiAZCKojVEYZPlXhWOP99le,199,,0.0,eur,month,9000.0,0,growth,12935,199,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,12935
Scandiweb,AGENCY,scandiweb.com,cus_RyDgy1gptDAZzu,sub_1R4HEwKojVEYZPlXSfytMWLo,30.0,3.0,3.0,38.0,90.0,3420.0,8100.0,3.0,sub_1R4HEwKojVEYZPlXSfytMWLo,180,,0.0,eur,month,8100.0,0,intro,2250,89,0.03955555555555555,2300.561797752809,3549.438202247191,3904.38202247191,0.0,0.0,8100
hp praski,IN_HOUSE,hp-praski.de,cus_SyQ8EMUhBDil21,sub_1S2TNCKojVEYZPlXIlKuOLtP,25.0,1.0,1.0,6.0,25.0,540.0,2250.0,0.0,sub_1S2TNCKojVEYZPlXIlKuOLtP,89,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
homestra,IN_HOUSE,homestra.com,cus_S842JjMrpFjnoI,sub_1RfyNuKojVEYZPlXfV7Fxmch,25.0,1.0,1.0,8.0,25.0,720.0,2250.0,1.0,sub_1RfyNuKojVEYZPlXfV7Fxmch,89,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Storiebox,IN_HOUSE,storiebox.com,cus_SdqTev8Bx47wTA,sub_1RiZ4sKojVEYZPlXd33YzUoF,25.0,1.0,1.0,6.0,25.0,540.0,2250.0,0.0,sub_1RiZ4sKojVEYZPlXd33YzUoF,89,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Solo,IN_HOUSE,solo.io,cus_SzdotsVG1vSnYr,sub_1S3eYWKojVEYZPlXCJVwJdmR,25.0,1.0,1.0,24.0,25.0,2160.0,2250.0,0.0,sub_1S3eYWKojVEYZPlXCJVwJdmR,89,,0.0,usd,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Cafe Spice,IN_HOUSE,cafespice.com,cus_SwFE77WdPkKiIX,sub_1S0MmdKojVEYZPlXWNmY0gOG,25.0,1.0,1.0,23.0,25.0,2070.0,2250.0,0.0,sub_1S0MmdKojVEYZPlXWNmY0gOG,89,,0.0,usd,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Bkomm GmbH,AGENCY,bkomm.media,cus_SpRyO9202KwVrc,sub_1RtnJTKojVEYZPlXFaLdKZ47,25.0,1.0,1.0,6.0,25.0,540.0,2250.0,0.0,sub_1RtnJTKojVEYZPlXFaLdKZ47,90,,0.0,eur,month,2250.0,0,intro,2250,89,0.03955555555555555,0.0,0.0,0.0,0.0,0.0,2250
AWi,AGENCY,aw-i.com,cus_TBv2LUf6oiSFLp,sub_1SFXEOKojVEYZPlXEVEfTnlA,100.0,1.0,1.0,55.0,100.0,4950.0,9000.0,0.0,sub_1SFXEOKojVEYZPlXEVEfTnlA,199,,0.0,eur,month,9000.0,0,growth,12935,199,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,12935
Die Medialen GmbH,AGENCY,diemedialen.de,cus_TBWrxidPwDdvqM,sub_1SF9qPKojVEYZPlX7eN47itb,25.0,1.0,1.0,17.0,25.0,1530.0,2250.0,0.0,sub_1SF9qPKojVEYZPlX7eN47itb,77,919.0,0.0,eur,year,2250.0,0,intro,2250,890,0.032962962962962965,0.0,0.0,0.0,0.0,0.0,2250
The Electric Car Scheme,IN_HOUSE,electriccarscheme.com,cus_Sau0dafWRDcYeF,sub_1RfiDUKojVEYZPlX9Z7urKXH,100.0,1.0,1.0,87.0,100.0,7830.0,9000.0,0.0,sub_1RfiDUKojVEYZPlX9Z7urKXH,199,,0.0,eur,month,9000.0,0,pro,14925,199,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,14925
more life,AGENCY,morelife-team.com,cus_SO1WyFUKjAwsb6,sub_1RTFVuKojVEYZPlXeDLbCXww,25.0,1.0,2.0,37.0,50.0,3330.0,4500.0,0.0,sub_1RTFVuKojVEYZPlXeDLbCXww,89,,0.0,eur,month,4500.0,0,intro,2250,89,0.03955555555555555,0.0,2250.0,2475.0,0.0,0.0,4500
Worksuite,IN_HOUSE,worksuite.com,cus_SRBUOFBdGHfjd0,sub_1RWioAKojVEYZPlXyEO4R2et,25.0,1.0,1.0,25.0,25.0,2250.0,2250.0,0.0,sub_1RWioAKojVEYZPlXyEO4R2et,89,,0.0,usd,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Sure Oak,AGENCY,sureoak.com,cus_T6qCy63TKk56lv,sub_1SAcXCKojVEYZPlXZBg9ZmXK,25.0,1.0,1.0,7.0,25.0,630.0,2250.0,0.0,sub_1SAcXCKojVEYZPlXZBg9ZmXK,89,,0.0,usd,month,2250.0,0,intro,2250,89,0.03955555555555555,0.0,0.0,0.0,0.0,0.0,2250
John Burns Research and Consulting,IN_HOUSE,jbrec.com,cus_SdyQebDhZrfkMY,sub_1RqdLJKojVEYZPlXN8rpBbZ3,25.0,1.0,1.0,25.0,25.0,2250.0,2250.0,0.0,sub_1RqdLJKojVEYZPlXN8rpBbZ3,89,,0.0,usd,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Blink,IN_HOUSE,joinblink.com,cus_Sdbt7BITSMYvPw,sub_1RiKhcKojVEYZPlXg7IP0eih,25.0,1.0,1.0,19.0,25.0,1710.0,2250.0,0.0,sub_1RiKhcKojVEYZPlXg7IP0eih,89,,0.0,usd,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Marketing Makers Agency,AGENCY,marketingmakersagency.nl,cus_SjBLbNBNFCfoQ3,sub_1SI7hWKojVEYZPlXF8EyCebj,25.0,1.0,1.0,4.0,25.0,360.0,2250.0,0.0,sub_1SI7hWKojVEYZPlXF8EyCebj,89,,0.0,eur,month,2250.0,0,intro,2250,89,0.03955555555555555,0.0,0.0,0.0,0.0,0.0,2250
addi,IN_HOUSE,addi.de,cus_T4pQcbGoVcLEY2,sub_1S8gMCKojVEYZPlXAE1BtHzs,25.0,1.0,1.0,16.0,25.0,1440.0,2250.0,0.0,sub_1S8gMCKojVEYZPlXAE1BtHzs,89,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Homair,IN_HOUSE,homair.com,cus_SjAvsl3Y5WlPFO,sub_1RniaQKojVEYZPlXC0wy81Ky,100.0,1.0,2.0,280.0,300.0,25200.0,27000.0,0.0,sub_1RniaQKojVEYZPlXC0wy81Ky,499,,0.0,eur,month,27000.0,0,enterprise,49900,499,0.01,0.0,0.0,0.0,0.0,0.0,49900
Signal & Light,AGENCY,signalandlight.io,cus_T5pmP9Nqy28wXs,sub_1S9e7UKojVEYZPlXDTMC8dGj,25.0,1.0,1.0,18.0,25.0,1620.0,2250.0,0.0,sub_1S9e7UKojVEYZPlXDTMC8dGj,89,,0.0,eur,month,2250.0,0,intro,2250,89,0.03955555555555555,0.0,0.0,0.0,0.0,0.0,2250
XIAG,AGENCY,xiag.ch,cus_SriXXmcB1haCjJ,sub_1Rw0OnKojVEYZPlXQLT9QSfd,25.0,3.0,3.0,70.0,75.0,6300.0,6750.0,0.0,sub_1Rw0OnKojVEYZPlXQLT9QSfd,267,,0.0,eur,month,6750.0,0,growth,12935,199,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,12935
Future Marketing GmbH,AGENCY,fmmc.com,cus_T5BcMmdEN3T1C6,sub_1SFxy9KojVEYZPlXOMGQRNEu,100.0,1.0,1.0,6.0,100.0,540.0,9000.0,0.0,sub_1SFxy9KojVEYZPlXOMGQRNEu,199,,0.0,eur,month,9000.0,0,growth,12935,199,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,12935
Pino ,IN_HOUSE,pinoshop.de,cus_Sgyen9SFIUbFqz,sub_1RlaicKojVEYZPlXe6u1yfRe,100.0,1.0,1.0,44.0,100.0,3960.0,9000.0,0.0,sub_1RlaicKojVEYZPlXe6u1yfRe,199,,0.0,eur,month,9000.0,0,pro,14925,199,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,14925
Hello Audio,IN_HOUSE,helloaudio.fm,cus_T078WWjZW9Oujy,sub_1S46vKKojVEYZPlX2fbI6t0W,25.0,1.0,1.0,25.0,25.0,2250.0,2250.0,0.0,sub_1S46vKKojVEYZPlX2fbI6t0W,89,,0.0,usd,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Seer Interactive,AGENCY,seerinteractive.com,cus_SMja2jl2tfEgOu,sub_1RS099KojVEYZPlXFfgXNbyb,,,25.0,2603.0,5050.0,249270.0,484500.0,0.0,sub_1RS099KojVEYZPlXFfgXNbyb,1966,,0.0,eur,month,484500.0,0,scale,37425,499,0.013333333333333334,109994.99999999999,337080.0,370788.00000000006,0.0,0.0,484500
Mary Technology,IN_HOUSE,marytechnology.com,cus_SeosFA9TLEav2S,sub_1RjVJ8KojVEYZPlX9QKGulWc,25.0,1.0,1.0,6.0,25.0,540.0,2250.0,0.0,sub_1RjVJ8KojVEYZPlX9QKGulWc,89,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Tulip,IN_HOUSE,tulip.co,cus_SB6a7S4DuuF7Ii,sub_1RGkN1KojVEYZPlXAVRdFLoS,100.0,1.0,1.0,62.0,100.0,5580.0,9000.0,1.0,sub_1RGkN1KojVEYZPlXAVRdFLoS,169,2029.0,0.0,eur,year,9000.0,0,pro,14925,1990,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,14925
Better Sell Online,AGENCY,bettersellonline.de,cus_S6v5Lbwy4qf0bx,sub_1RChFEKojVEYZPlXZ0YVyNMo,30.0,3.0,3.0,60.0,60.0,6300.0,6300.0,2.0,sub_1RChFEKojVEYZPlXZ0YVyNMo,180,,0.0,eur,month,6300.0,0,intro,2250,89,0.03955555555555555,2300.561797752809,1749.438202247191,1924.3820224719102,0.0,0.0,6300
Return Consulting,AGENCY,return-consulting.com,cus_SLu2PPN58nXIZ3,sub_1RRCW0KojVEYZPlX7ZpCE8k5,125.0,4.0,4.0,230.0,250.0,20700.0,22500.0,0.0,sub_1RRCW0KojVEYZPlX7ZpCE8k5,400,,0.0,eur,month,22500.0,0,growth,12935,199,0.015384615384615385,9565.0,0.0,0.0,0.0,0.0,22500
REI,IN_HOUSE,rei.com,cus_T9pwIoGUXHytqj,sub_1SDWHSKojVEYZPlXWO6J3AhG,25.0,1.0,1.0,5.0,25.0,450.0,2250.0,0.0,sub_1SDWHSKojVEYZPlXWO6J3AhG,89,,0.0,usd,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Productive,IN_HOUSE,productive.io,cus_STim9ToEZXwpnS,sub_1RYlL4KojVEYZPlXCUmrV8ti,100.0,1.0,1.0,100.0,100.0,9000.0,9000.0,0.0,sub_1RYlL4KojVEYZPlXCUmrV8ti,199,,0.0,eur,month,9000.0,0,pro,14925,199,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,14925
Yugo,IN_HOUSE,yugo.com,cus_T4SguCetyo2xfx,sub_1S8JnmKojVEYZPlXInSRLPqZ,25.0,1.0,1.0,5.0,25.0,450.0,2250.0,0.0,sub_1S8JnmKojVEYZPlXInSRLPqZ,89,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Wrangle,IN_HOUSE,wranglejobs.com,cus_T8iEUNhTDr6kXa,sub_1SCQp1KojVEYZPlXgV9YEiol,25.0,1.0,1.0,7.0,25.0,630.0,2250.0,0.0,sub_1SCQp1KojVEYZPlXgV9YEiol,89,,0.0,usd,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Captain Words,AGENCY,captainwords.com,cus_SbBtHqEcSDQ5jk,sub_1RfzVUKojVEYZPlXDKpbd6nO,100.0,1.0,2.0,99.0,125.0,8910.0,11250.0,0.0,sub_1RfzVUKojVEYZPlXDKpbd6nO,199,,0.0,eur,month,11250.0,0,growth,12935,199,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,12935
Tepia ,IN_HOUSE,tepia.co,cus_So9LwfH8pZV733,sub_1RvgIqKojVEYZPlXO5DyUjqK,25.0,1.0,1.0,25.0,25.0,2250.0,2250.0,0.0,sub_1RvgIqKojVEYZPlXO5DyUjqK,89,,0.0,usd,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Glaut,IN_HOUSE,glaut.com,cus_T6LmKolqRwPe5D,sub_1SA96kKojVEYZPlXwerD7Jms,25.0,1.0,1.0,17.0,25.0,1530.0,2250.0,0.0,sub_1SA96kKojVEYZPlXwerD7Jms,89,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Future PLC (Dell),AGENCY,futureplc.com,cus_TBeNkloHR7TH4q,sub_1SFH5gKojVEYZPlXnxA8JsV4,,,6.0,1761.0,1900.0,158490.0,171000.0,0.0,sub_1SFH5gKojVEYZPlXnxA8JsV4,2102,,0.0,eur,month,171000.0,0,scale,37425,499,0.013333333333333334,120187.49999999999,13387.500000000015,14726.250000000016,0.0,0.0,171000
Equiti,IN_HOUSE,equiti.com,cus_SmDPLxKDxCZBp2,sub_1S7t7sKojVEYZPlXeoOi1PRA,100.0,1.0,1.0,93.0,100.0,8370.0,9000.0,0.0,sub_1S7t7sKojVEYZPlXeoOi1PRA,199,,0.0,eur,month,9000.0,0,pro,14925,199,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,14925
Butternut Box,IN_HOUSE,butternutbox.com,cus_T4VH0bzK2RYYpv,sub_1S8MHQKojVEYZPlXkiCQJ8pd,200.0,1.0,1.0,153.0,200.0,13770.0,18000.0,1.0,sub_1S8MHQKojVEYZPlXkiCQJ8pd,4320,,0.0,eur,month,18000.0,0,enterprise,49900,499,0.01,0.0,0.0,0.0,0.0,0.0,49900
Gymdesk,IN_HOUSE,gymdesk.com,cus_SzKJFDwrz4MX9B,sub_1S7hcbKojVEYZPlXxKWjeABo,100.0,1.0,1.0,25.0,100.0,3000.0,12000.0,0.0,sub_1S7hcbKojVEYZPlXxKWjeABo,248,,0.0,eur,month,12000.0,0,pro,14925,199,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,14925
The Dorm,IN_HOUSE,thedorm.com,cus_T0nvPG8CCOKPkz,sub_1S4mNNKojVEYZPlX6KGP46sc,25.0,1.0,1.0,25.0,25.0,2250.0,2250.0,0.0,sub_1S4mNNKojVEYZPlX6KGP46sc,89,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
refficience,AGENCY,refficience.com,cus_SQowAcefaO5PCl,sub_1RVxKFKojVEYZPlXnkjQE0WK,50.0,2.0,2.0,60.0,100.0,5400.0,9000.0,0.0,sub_1RVxKFKojVEYZPlXnkjQE0WK,199,,0.0,eur,month,9000.0,0,growth,12935,199,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,12935
"Adaptive SEO Co., Ltd",AGENCY,adaptiveseo.co.uk,cus_T7fDJaQCx1udhb,sub_1SBPwOKojVEYZPlXGQKz48ap,25.0,1.0,1.0,8.0,25.0,720.0,2250.0,0.0,sub_1SBPwOKojVEYZPlXGQKz48ap,89,,0.0,eur,month,2250.0,0,intro,2250,89,0.03955555555555555,0.0,0.0,0.0,0.0,0.0,2250
a11 global,AGENCY,a11.global,cus_SwswDwJ9V02ZDk,sub_1S0zCOKojVEYZPlXfaPfCyBt,25.0,4.0,3.0,65.0,150.0,5850.0,13500.0,0.0,sub_1S0zCOKojVEYZPlXfaPfCyBt,200,,0.0,eur,month,13500.0,0,growth,12935,199,0.015384615384615385,65.0,500.0,550.0,0.0,0.0,13500
Happy Cog,AGENCY,happycog.com,cus_Sr4trrdCmHTY29,sub_1RvMl2KojVEYZPlXfPTCveaB,125.0,3.0,3.0,127.0,225.0,11430.0,20250.0,0.0,sub_1RvMl2KojVEYZPlXfPTCveaB,487,,0.0,usd,month,20250.0,0,growth,12935,199,0.015384615384615385,7315.0,0.0,0.0,0.0,0.0,20250
Linkspiel,AGENCY,linkspiel.de,cus_RwPQGQNkT3jQPk,sub_1R2Wc6KojVEYZPlXZDSv9DQ7,30.0,5.0,5.0,139.0,150.0,15375.0,16650.0,4.0,sub_1R2Wc6KojVEYZPlXZDSv9DQ7,314,,1.0,eur,month,16650.0,0,growth,12935,199,0.015384615384615385,3715.0,0.0,0.0,0.0,0.0,16650
3viertel Online Marketing,AGENCY,3viertel.com,cus_SeeCi2UEgBfKOO,sub_1RjKuMKojVEYZPlXSmk7yZ5I,25.0,4.0,4.0,52.0,100.0,4680.0,9000.0,0.0,sub_1RjKuMKojVEYZPlXSmk7yZ5I,200,,0.0,eur,month,9000.0,0,growth,12935,199,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,12935
third of life gmbh,IN_HOUSE,third-of-life.com,cus_T6FyDqGP9kjOJo,sub_1SBAACKojVEYZPlXvhszyf2B,25.0,1.0,1.0,25.0,25.0,2250.0,2250.0,0.0,sub_1SBAACKojVEYZPlXvhszyf2B,89,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
interactive tools GmbH,IN_HOUSE,interactive-tools.de,cus_SyRCfD0qjAfC11,sub_1S2UjFKojVEYZPlXAZEtMfDO,25.0,4.0,1.0,21.0,25.0,1890.0,2250.0,0.0,sub_1S2UjFKojVEYZPlXAZEtMfDO,199,,0.0,eur,month,2250.0,0,pro,14925,199,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,14925
Rablab,AGENCY,rablab.ca,cus_Sqq6N1BoT2jSsc,sub_1Rv8QjKojVEYZPlXUte7zXyM,25.0,1.0,1.0,25.0,25.0,2250.0,2250.0,0.0,sub_1Rv8QjKojVEYZPlXUte7zXyM,89,,0.0,eur,month,2250.0,0,intro,2250,89,0.03955555555555555,0.0,0.0,0.0,0.0,0.0,2250
Webstars Ltd,AGENCY,webstarsltd.com,cus_SzXnotU1IzCcgJ,sub_1S3Z3SKojVEYZPlXDFu7BykQ,25.0,1.0,1.0,25.0,25.0,2250.0,2250.0,0.0,sub_1S3Z3SKojVEYZPlXDFu7BykQ,89,,0.0,eur,month,2250.0,0,intro,2250,89,0.03955555555555555,0.0,0.0,0.0,0.0,0.0,2250
